SKU,SKU DESCRIPTION
D1L4NLL,IBM Transformation Extender Pack for Healthcare for Non Production for z Systems Processor Value Unit (PVU) License + SW Subscription & Support 12 Months
D1L4QLL,IBM Transformation Extender Pack for Healthcare for Non Production for Linux on z Systems Processor Value Unit (PVU) SW Subscription & Support Reinstatement 12 Months
D1L4RLL,IBM Transformation Extender Pack for Healthcare for Non Production for Linux on z Systems Processor Value Unit (PVU) License + SW Subscription & Support 12 Months
D1L4TLL,IBM Transformation Extender Pack for Supply Chain EDI Processor Value Unit (PVU) SW Subscription & Support Reinstatement 12 Months
D1L4ULL,IBM Transformation Extender Pack for Supply Chain EDI Processor Value Unit (PVU) License + SW Subscription & Support 12 Months
D1L4WLL,IBM Transformation Extender Pack for Supply Chain EDI for z Systems Processor Value Unit (PVU) SW Subscription & Support Reinstatement 12 Months
D1L4XLL,IBM Transformation Extender Pack for Supply Chain EDI for z Systems Processor Value Unit (PVU) License + SW Subscription & Support 12 Months
D1L4ZLL,IBM Transformation Extender Pack for Supply Chain EDI for Linux on z Systems Processor Value Unit (PVU) SW Subscription & Support Reinstatement 12 Months
D1L50LL,IBM Transformation Extender Pack for Supply Chain EDI for Linux on z Systems Processor Value Unit (PVU) License + SW Subscription & Support 12 Months
D1L52LL,IBM Transformation Extender Pack for Supply Chain EDI for Non Production Processor Value Unit (PVU) SW Subscription & Support Reinstatement 12 Months
D1L53LL,IBM Transformation Extender Pack for Supply Chain EDI for Non Production Processor Value Unit (PVU) License + SW Subscription & Support 12 Months
D1L55LL,IBM Transformation Extender Pack for Supply Chain EDI for Non Production for z Systems Processor Value Unit (PVU) SW Subscription & Support Reinstatement 12 Months
D1L56LL,IBM Transformation Extender Pack for Supply Chain EDI for Non Production for z Systems Processor Value Unit (PVU) License + SW Subscription & Support 12 Months
D1L58LL,IBM Transformation Extender Pack for Supply Chain EDI for Non Production for Linux on z Systems Processor Value Unit (PVU) SW Subscription & Support Reinstatement 12 Months
D1L59LL,IBM Transformation Extender Pack for Supply Chain EDI for Non Production for Linux on z Systems Processor Value Unit (PVU) License + SW Subscription & Support 12 Months
D1L5BLL,IBM Transformation Extender Pack for Financial Payments Processor Value Unit (PVU) SW Subscription & Support Reinstatement 12 Months
D1L5CLL,IBM Transformation Extender Pack for Financial Payments Processor Value Unit (PVU) License + SW Subscription & Support 12 Months
D1L5ELL,IBM Transformation Extender Pack for Financial Payments for z Systems Processor Value Unit (PVU) SW Subscription & Support Reinstatement 12 Months
D1L5FLL,IBM Transformation Extender Pack for Financial Payments for z Systems Processor Value Unit (PVU) License + SW Subscription & Support 12 Months
D1L5HLL,IBM Transformation Extender Pack for Financial Payments for Linux on z Systems Processor Value Unit (PVU) SW Subscription & Support Reinstatement 12 Months
D1L5ILL,IBM Transformation Extender Pack for Financial Payments for Linux on z Systems Processor Value Unit (PVU) License + SW Subscription & Support 12 Months
D1L5KLL,IBM Transformation Extender Pack for Financial Payments for Non Production Processor Value Unit (PVU) SW Subscription & Support Reinstatement 12 Months
D1L5LLL,IBM Transformation Extender Pack for Financial Payments for Non Production Processor Value Unit (PVU) License + SW Subscription & Support 12 Months
D1L5NLL,IBM Transformation Extender Pack for Financial Payments for Non Production for z Systems Processor Value Unit (PVU) SW Subscription & Support Reinstatement 12 Months
D1L5PLL,IBM Transformation Extender Pack for Financial Payments for Non Production for z Systems Processor Value Unit (PVU) License + SW Subscription & Support 12 Months
D1L5RLL,IBM Transformation Extender Pack for Financial Payments for Non Production for Linux on z Systems Processor Value Unit (PVU) SW Subscription & Support Reinstatement 12 Months
D1L5SLL,IBM Transformation Extender Pack for Financial Payments for Non Production for Linux on z Systems Processor Value Unit (PVU) License + SW Subscription & Support 12 Months
D1LBGLL,IBM Spectrum Protect High Speed Data Transfer per Install License + SW Subscription & Support 12 Months
D1LGZLL,IBM Elite Support for Decision Optimization for Python Install SW Support 12 Months
D1LI2LL,IBM MobileFirst Platform Foundation Application License + SW Subscription & Support 12 Months
D1LKNLL,IBM Decision Optimization Center CPLEX Server for Non Production Processor Value Unit (PVU) License + SW Subscription & Support 12 Months
D1LKPLL,IBM Decision Optimization Center CPLEX Server for Non Production Processor Value Unit (PVU) SW Subscription & Support Reinstatement 12 Months
D1LKULL,IBM Decision Optimization Center Data Server for Non Production Processor Value Unit (PVU) License + SW Subscription & Support 12 Months
D1LKVLL,IBM Decision Optimization Center Data Server for Non Production Processor Value Unit (PVU) SW Subscription & Support Reinstatement 12 Months
D1LLSLL,IBM API Connect Enterprise Processor Value Unit (PVU) License + SW Subscription & Support 12 Months
D1LLTLL,IBM API Connect Enterprise Processor Value Unit (PVU) SW Subscription & Support Reinstatement 12 Months
D1LLULL,IBM API Connect Enterprise for z Systems Processor Value Unit (PVU) License + SW Subscription & Support 12 Months
D1LLVLL,IBM API Connect Enterprise for z Systems Processor Value Unit (PVU) SW Subscription & Support Reinstatement 12 Months
D1LM0LL,IBM Decision Optimization Center Server Bundle for Non Production Processor Value Unit (PVU) License + SW Subscription & Support 12 Months
D1LM1LL,IBM Decision Optimization Center Server Bundle for Non Production Processor Value Unit (PVU) SW Subscription & Support Reinstatement 12 Months
D1M9SLL,IBM Copy Services Manager Resource Value Units License + SW Subscription & Support 12 Months
D1M9TLL,IBM Copy Services Manager Resource Value Units SW Subscription & Support Reinstatement 12 Months
D1M9ULL,IBM Copy Services Manager Resource Value Units for Linux on z Systems License + SW Subscription & Support 12 Months
D1M9VLL,IBM Copy Services Manager Resource Value Units for Linux on z Systems SW Subscription & Support Reinstatement 12 Months
D1MD5LL,IBM Db2 Warehouse per Virtual Processor Core License + SW Subscription & Support 12 Months
D1MD6LL,IBM Db2 Warehouse per Virtual Processor Core SW Subscription & Support Reinstatement 12 Months
D1MEILL,IBM Content Manager OnDemand Distribution Facility for i Processor Value Unit (PVU) License + SW Subscription & Support 12 Months
D1MEJLL,IBM Content Manager OnDemand Distribution Facility for i Processor Value Unit (PVU) SW Subscription & Support Reinstatement 12 Months
D1MSALL,IBM Cloud Object Storage System Terabyte License + SW Subscription & Support 12 Months
D1MSBLL,IBM Cloud Object Storage System Terabyte SW Subscription & Support Reinstatement 12 Months
D1MTPLL,IBM Db2 Advanced Recovery Feature Virtual Processor Core for Linux on System Z License + SW Subscription & Support 12 Months
D1MTQLL,IBM Db2 Advanced Recovery Feature Virtual Processor Core for Linux on System Z SW Subscription & Support Reinstatement 12 Months
D1MTRLL,IBM Db2 Advanced Recovery Feature Virtual Processor Core License + SW Subscription & Support 12 Months
D1MTSLL,IBM Db2 Advanced Recovery Feature Virtual Processor Core SW Subscription & Support Reinstatement 12 Months
D1MULLL,IBM Db2 Direct Standard Edition Virtual Processor Core SW Subscription & Support Reinstatement 12 Months
D1MWGLL,IBM Safer Payments Resource Value Unit LIC + SW S&S 12 MO
D1MWHLL,IBM Safer Payments Resource Value Unit SW S&S Reinstate 12 Mo
D1MWJLL,IBM Safer Payments Resource Value Unit Trade Up ACQ_TO_IBM 1 ACQ TRDUP LIC + SW S&S 12 MO
D1MWLLL,IBM Db2 OEM High Capacity Add-on Virtual Processor Core License + SW Subscription & Support 12 Months
D1MWMLL,IBM Db2 OEM High Capacity Add-on Virtual Processor Core SW Subscription & Support Reinstatement 12 Months
D1N1JLL,IBM Spectrum Control Storage Capacity Unit (1-100) License + SW Subscription & Support 12 Months
D1N1KLL,IBM Spectrum Control Storage Capacity Unit (1-100) SW Subscription & Support Reinstatement 12 Months
D1N1LLL,IBM Spectrum Control Storage Capacity Unit (101-250) License + SW Subscription & Support 12 Months
D1N1MLL,IBM Spectrum Control Storage Capacity Unit (101-250) SW Subscription & Support Reinstatement 12 Months
D1N1NLL,IBM Spectrum Control Storage Capacity Unit (251-500) License + SW Subscription & Support 12 Months
D1N1PLL,IBM Spectrum Control Storage Capacity Unit (251-500) SW Subscription & Support Reinstatement 12 Months
D1N1QLL,IBM Spectrum Control Storage Capacity Unit (501-750) License + SW Subscription & Support 12 Months
D1N1RLL,IBM Spectrum Control Storage Capacity Unit (501-750) SW Subscription & Support Reinstatement 12 Months
D1N1SLL,IBM Spectrum Control Storage Capacity Unit (751-1250) License + SW Subscription & Support 12 Months
D1N1TLL,IBM Spectrum Control Storage Capacity Unit (751-1250) SW Subscription & Support Reinstatement 12 Months
D1N1ULL,IBM Spectrum Control Storage Capacity Unit (1251-2000) License + SW Subscription & Support 12 Months
D1N1VLL,IBM Spectrum Control Storage Capacity Unit (1251-2000) SW Subscription & Support Reinstatement 12 Months
D1N1WLL,IBM Spectrum Control Storage Capacity Unit (2001+) License + SW Subscription & Support 12 Months
D1N1XLL,IBM Spectrum Control Standard Edition Storage Capacity Unit (2001+) SW Subscription & Support Reinstatement 12 Months
D1N1YLL,IBM Virtual Storage Center Storage Capacity Unit (1-100) License + SW Subscription & Support 12 Months
D1N1ZLL,IBM Virtual Storage Center Storage Capacity Unit (1-100) SW Subscription & Support Reinstatement 12 Months
D1N20LL,IBM Virtual Storage Center Storage Capacity Unit (1-100) from IBM Spectrum Virtualize Software for SAN Volume Controller Trade Up License + SW Subscription & Support 12 Months
D1N21LL,IBM Virtual Storage Center Storage Capacity Unit (1-100) from IBM Spectrum Control Standard Edition Trade Up License + SW Subscription & Support 12 Months
D1N22LL,IBM Virtual Storage Center Storage Capacity Unit (1-100) from IBM Spectrum Control Advanced Edition Trade Up License + SW Subscription & Support 12 Months
D1N23LL,IBM Virtual Storage Center Storage Capacity Unit (101-250) License + SW Subscription & Support 12 Months
D1N24LL,IBM Virtual Storage Center Storage Capacity Unit (101-250) SW Subscription & Support Reinstatement 12 Months
D1N25LL,IBM Virtual Storage Center Storage Capacity Unit (101-250) from IBM Spectrum Virtualize Software for SAN Volume Controller Trade Up License + SW Subscription & Support 12 Months
D1N26LL,IBM Virtual Storage Center Storage Capacity Unit (101-250) from IBM Spectrum Control Standard Edition Trade Up License + SW Subscription & Support 12 Months
D1N27LL,IBM Virtual Storage Center Storage Capacity Unit (101-250) from IBM Spectrum Control Advanced Edition Trade Up License + SW Subscription & Support 12 Months
D1N28LL,IBM Virtual Storage Center Storage Capacity Unit (251-500) License + SW Subscription & Support 12 Months
D1N29LL,IBM Virtual Storage Center Storage Capacity Unit (251-500) SW Subscription & Support Reinstatement 12 Months
D1N2ALL,IBM Virtual Storage Center Storage Capacity Unit (251-500) from IBM Spectrum Virtualize Software for SAN Volume Controller Trade Up License + SW Subscription & Support 12 Months
D1LL7LL,IBM Decision Optimization Center Server Bundle Processor Value Unit (PVU) License + SW Subscription & Support 12 Months
D1LL8LL,IBM Decision Optimization Center Server Bundle Processor Value Unit (PVU) SW Subscription & Support Reinstatement 12 Months
D1NDHLL,IBM Base Virtualization Software Storage Capacity Unit (1-100) License + SW Subscription & Support 12 Months
D1NDILL,IBM Base Virtualization Software Storage Capacity Unit (1-100) SW Subscription & Support Reinstatement 12 Months
D1NDJLL,IBM SAN Volume Controller Base Virtualization Software Storage Capacity Unit (101-250) License + SW Subscription & Support 12 Months
D1NDKLL,IBM SAN Volume Base Virtualization Software Storage Capacity Unit (101-250) SW Subscription & Support Reinstatement 12 Months
D1NDLLL,IBM Base Virtualization Software Storage Capacity Unit (251-500) License + SW Subscription & Support 12 Months
